,title,pages,publisher,category 1,category 2,category 3,is bestseller
1096,Gone Camping: A Novel in Verse,112 pages,"Clarion Books; Reprint edition (March 26, 2019)Ê",in Children's Environment Books (Books),"in Stories in Verse',",in Children's Siblings Books (Books),0
1097,"Xander and the Dream Thief (Momotaro, 2)",336 pages,"Little, Brown Books for Young Readers (April 3, 2018)Ê",in Children's Asian Literature,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
1098,"Riddle in Ruby #3: The Great Unravel, A",448 pages,"Greenwillow Books (November 7, 2017)Ê",in Children's Colonial American Historical Fiction,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
1099,"It's Me, Clover (Jump-Into-Chapters)",100 pages,"Blue Apple Books (June 27, 2017)Ê",in Children's Chapter Books (Books),in Children's Friendship Books,in Children's Humor,0
1100,Different Days,205 pages,"Sky Pony (October 17, 2017)Ê",in Children's Military Fiction (Kindle Store),in Children's 1900s US Historical Fiction,in Children's Prejudice & Racism books,0
1101,The Bookshop Girl,144 pages,"Peachtree (August 4, 2020)Ê",in Children,s Books about Libraries & Reading,in Children's Self-Esteem Books,0
1102,Calico Girl,208 pages,"Simon & Schuster/Paula Wiseman Books; Reprint edition (February 13, 2018)Ê",in Children's 1800s American Historical Fiction,in Children's Black & African American Story Books,in Children's Family Life Books (Books),0
1103,Overboard! (Survivor Diaries),112 pages,"Clarion Books; Illustrated edition (June 26, 2018)Ê",in Children's Environment Books (Books),in Children's Books on the U.S.,in Children's Action & Adventure Books (Books),0
1104,Pursued (1) (Secrets of the X-Point),288 pages,"Albert Whitman & Company; Illustrated edition (February 28, 2017)Ê",in Teen & Young Adult Science Fiction Action & Adventure,in Teen & Young Adult Survival Stories,in Teen & Young Adult Friendship Fiction,0
1105,The Whole Sky,272 pages,"Atheneum/Caitlyn Dlouhy Books; Reprint edition (August 21, 2018)Ê",in Children's Books on Death & Dying,in Children's Horse Books (Books),in Children's Parents Books,0
1106,Audacity Jones Steals the Show (Audacity Jones #2) (2),192 pages,"Scholastic Press; First Edition (January 31, 2017)Ê",in Children's 1900s American Historical Fiction,"in Children's Mystery, Detective, & Spy",in Children's Action & Adventure Books (Books),0
1107,Going Wild #2: Predator vs. Prey,416 pages,"HarperCollins; Reprint edition (May 1, 2018)Ê",in Children's Superhero Fiction,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
1108,The Summer of Owen Todd,224 pages,"Farrar, Straus and Giroux (BYR) (October 17, 2017)Ê",in Children's Books on Emotions & Feelings (Books),in Children's Friendship Books,,0
1109,"Lola Levine Meets Jelly and Bean (Lola Levine, 4)",96 pages,"Little, Brown Books for Young Readers (February 7, 2017)Ê",in Children's Hispanic & Latino Books,in Children's Parents Books,in Children's Siblings Books (Books),0
1110,Mort Ziff Is Not Dead,104 pages,"Puffin Canada (August 1, 2017)Ê",in Children's Books on Bullies,in Children's Siblings Books (Kindle Store),in Children's Siblings Books (Books),0
1111,Laura Monster Crusher,304 pages,"Puffin Canada (April 4, 2017)Ê",in Children's Spine-Chilling Horror,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
1112,The Summer of Bad Ideas,304 pages,"HarperCollins (May 2, 2017)Ê",in Children's Country Life Books,in Children's Multigenerational Family Life,in Children's Humor,0
1113,Spring Break Mistake (mix),240 pages,"Aladdin (March 7, 2017)Ê",in Children's New Family Experiences Books,in Children's eBooks on Girls' & Women's Issues,in Children's New Experiences Books,0
1114,"The Amazing Crafty Cat (Crafty Cat, 1)",128 pages,"First Second (April 11, 2017)Ê",in Children's Animal Comics & Graphic Novels,in Children's Interactive Adventures,in Children's Chapter Books (Books),0
1115,"The Enemy: Detroit, 1954",224 pages,"Calkins Creek; Illustrated edition (March 7, 2017)Ê",in Children's Stepfamilies Books,"in Censorship & Politics',",in Children's 1900s American Historical Fiction,0
1116,"Princesses, Inc. (mix)",321 pages,"Aladdin (July 18, 2017)Ê",in Children's New Family Experiences Books,in Children's Superhero Fiction,in Children's Jobs & Careers Reference Books,0
1117,Nutcracked,256 pages,"Yearling; Reprint edition (October 1, 2019)Ê",in Children's Dance Books (Books),in Children's Friendship Books,in Children's Fantasy & Magic Books,0
1118,Fenway and Hattie and the Evil Bunny Gang,208 pages,"Puffin Books; Reprint edition (January 2, 2018)Ê",in Children's Country Life Books,in Children's Dog Books (Books),in Children's Humor,0
1119,Moon Shadow,257 pages,"Aladdin; Reprint edition (May 16, 2017)Ê",in Children's Coming of Age Fantasy Books,in Children's Parent Books,in Children's Folk Tales & Myths (Kindle Store),0
1120,Jelly Bean Summer,276 pages,"Sourcebooks Young Readers (May 2, 2017)Ê",in Children's 1900s US Historical Fiction,in Children's 1900s American Historical Fiction,in Children's Books on Emotions & Feelings (Kindle Store),0
1121,Slider,288 pages,"Candlewick; Reprint edition (April 23, 2019)Ê",in Children's Books on Disabilities,in Children's Siblings Books (Books),in Children's Humor,0
1122,Escape from Funland (Prizewinners of Piedmont Place),208 pages,"Random House Books for Young Readers (April 11, 2017)Ê",in Children's Humor,in Children's Action & Adventure Books (Books),in Children's Family Life Books (Books),0
1123,Saving Marty,224 pages,"Puffin Books; Reprint edition (September 18, 2018)Ê",in Children's Pig Books (Books),in Children's Performing Arts Fiction,in Children's Friendship Books,0
1124,"Anna, Banana, and the Little Lost Kitten (5)",144 pages,"Simon & Schuster Books for Young Readers; Illustrated edition (May 2, 2017)Ê",in Children's Dog Books (Books),in Children's Humor,in Children's Friendship Books,0
1125,Rise of the Jumbies,288 pages,"Algonquin Young Readers; Reprint edition (September 3, 2019)Ê",in Children's Central & South America Books,in Children's Friendship Books,in Children's Fantasy & Magic Books,0
1126,The World's Greatest Adventure Machine,313 pages,"Delacorte Press (August 8, 2017)Ê",in Children's Humorous Action & Adventure,in Children's Fantasy & Magic Adventure,in Children's Books on Friendship,0
1127,Match Me If You Can (Switched at First Kiss Book 3),242 pages,"Sourcebooks Young Readers (January 1, 2017)Ê",in Children's Coming of Age Fantasy Books,"in Comedic Dramas & Plays',","in Children's Paranormal, Occult & Supernatural Books",0
1128,"Viva, Rose!",240 pages,"Holiday House (April 12, 2017)Ê",in Children's Jewish Fiction,in Children's Judaism Books (Kindle Store),in Children's 1900s US Historical Fiction,0
1129,Cleo Edison Oliver in Persuasion Power,256 pages,"Arthur A. Levine Books; Library ed. edition (January 31, 2017)Ê",in Children's Books on Adoption,in Children's Jobs & Careers Reference Books,in Children's Friendship Books,0
1130,A Properly Unhaunted Place,208 pages,"Margaret K. McElderry Books; Reprint edition (August 7, 2018)Ê",in Children,s Books about Libraries & Reading,in Children's Spine-Chilling Horror,0
1131,Beyond the Doors,370 pages,"Crown Books for Young Readers (August 1, 2017)Ê",in Children's Multigenerational Families,"in Children's Paranormal, Occult & Supernatural Books",in Children's Scary Stories,0
1132,Reformed,208 pages,"Scholastic Press (March 28, 2017)Ê",in Children's Books on Bullying,in Children's Friendship Books,in Children's Action & Adventure Books (Books),0
1133,Long Live the Queen: Magnificent Tales of Misadventure,288 pages,"Bloomsbury USA Childrens (January 24, 2017)Ê",in Nursery Rhymes,in Children's Humor,in Children's Fantasy & Magic Books,0
1134,Apartment 1986,270 pages,"HarperCollins (April 11, 2017)Ê",in Children's Coming of Age Fantasy Books,in Children's Multigenerational Families,in Children's Books on Bullies,0
1135,"The Adventurer's Guide to Dragons (and Why They Keep Biting Me) (The Adventurer's Guide, 2)",400 pages,"Little, Brown Books for Young Readers; Reprint edition (August 14, 2018)Ê",in Children's Books on Orphans & Foster Homes,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
1136,"The Silver Moon of Summer (Silver Sisters, 3)",304 pages,"HarperCollins; Reprint edition (June 5, 2018)Ê",in Children's Siblings Books (Books),in Children's Books on Girls' & Women's Issues,in Children's Books on Emotions & Feelings (Books),0
1137,Let's Pretend We Never Met,256 pages,"HarperCollins; Reprint edition (May 15, 2018)Ê",in Children's Books on Disabilities,in Children's New Experiences Books,in Children's Friendship Books,0
1138,"Little Bigfoot, Big City (2) (The Littlest Bigfoot)",336 pages,"Aladdin; Reprint edition (May 8, 2018)Ê","in Children's Dragon, Unicorn & Mythical Stories",in Children's Friendship Books,in Children's Fantasy & Magic Books,0
1139,The Supernormal Sleuthing Service #1: The Lost Legacy,421 pages,"Greenwillow Books; Illustrated edition (May 2, 2017)Ê",in Children's Mystery & Detective Adventure,in Children's Scary Stories,in Children's Fantasy & Magic Adventure,0
1140,Sled Dog School,224 pages,"Clarion Books; Reprint edition (January 22, 2019)Ê",in Children's Winter Sports Books (Books),in Children's Dog Books (Books),in Children's Friendship Books,0
1141,Panda-monium (FunJungle),384 pages,"Simon & Schuster Books for Young Readers; Reprint edition (March 20, 2018)Ê",in Children's Zoo Books (Books),"in Children's Mystery, Detective, & Spy",in Children's Action & Adventure Books (Books),0
1142,Charlie Numbers and the Man in the Moon (The Charlie Numbers Adventures),208 pages,"Simon & Schuster Books for Young Readers; Reprint edition (November 27, 2018)Ê",in Children's Books on Peer Pressure (Books),"in Children's Mystery, Detective, & Spy",in Children's Friendship Books,0
1143,"Microsaurs: Follow that Tiny-Dactyl (Microsaurs, 1)",224 pages,"Feiwel & Friends; Illustrated edition (January 17, 2017)Ê",in Children's Dinosaur Books (Books),in Children's Friendship Books,,0
1144,The Daybreak Bond,336 pages,"Bloomsbury Children's Books; Reprint edition (September 11, 2018)Ê",in Children's Science Fiction Books (Books),in Children's Friendship Books,in Children's Action & Adventure Books (Books),0
1145,Rumors,212 pages,"Creston Books; Illustrated edition (April 1, 2017)Ê",in Children's Intermediate Readers,in Children's School Issues,in Children's Humor,0
1146,Army Brats,245 pages,"Scholastic Press (March 28, 2017)Ê",in Children's Books on Bullies,in Children's Siblings Books (Kindle Store),in Children's Dog Books (Kindle Store),0
1147,Molly in the Middle (mix),241 pages,"Aladdin (October 10, 2017)Ê",in Children's New Family Experiences Books,in Children's Siblings Books (Kindle Store),in Children's New Experiences Books,0
1148,Pixie Piper and the Matter of the Batter,341 pages,"Greenwillow Books (May 30, 2017)Ê",in Baby & Toddler Nursery Rhyme Books,in Nursery Rhymes,in Children's Books on Friendship,0
1149,The Land of Neverendings,256 pages,"Delacorte Books for Young Readers; First Edition (August 14, 2018)Ê","in Children's Mystery, Detective, & Spy",in Children's Action & Adventure Books (Books),in Children's Activity Books (Books),0
1150,"The Monster's Daughter: Book 2 of the Ministry of SUITs (The Ministry of SUITs, 2)",384 pages,"Feiwel & Friends (July 25, 2017)Ê",in Children's Science Fiction Books (Books),in Children's Humor,,0
1151,The Homework Strike,272 pages,"Arthur A. Levine Books (January 3, 2017)Ê",in Children's School Issues,in Children's Friendship Books,in Children's Humor,0
1152,The Secret Grave: (A Hauntings Novel),261 pages,"Scholastic Paperbacks (June 27, 2017)Ê",in Children's Scary Stories,in Children's Books on Emotions & Feelings (Kindle Store),in Children's Family Life Books (Kindle Store),0
1153,A Dog Like Daisy,192 pages,"Katherine Tegen Books; Reprint edition (March 12, 2019)Ê",in Children's Fiction on Social Situations,in Children's Dog Books (Books),in Children's Self-Esteem Books,0
1154,Sam the Man & the Rutabaga Plan,144 pages,"Atheneum Books for Young Readers; Reprint edition (February 27, 2018)Ê",in Children's Environment Books (Books),in Children's School Issues,in Children's Friendship Books,0
1155,Hamster Princess: Giant Trouble,224 pages,"Dial Books; Illustrated edition (May 9, 2017)Ê",in Children's Mouse & Rodent Books,in Children's Folk Tales & Myths (Books),in Children's Humor,0
1156,"Welcome to Camp Woggle (The Oodlethunks, Book 3) (3)",144 pages,"Scholastic Press; Illustrated edition (July 25, 2017)Ê",in Children's Pet Books (Books),in Children's Siblings Books (Books),in Children's Humor,0
1157,Effie Starr Zook Has One More Question,224 pages,"Simon & Schuster/Paula Wiseman Books (March 7, 2017)Ê",in Children's Country Life Books,in Children's Farm Life Books,"in Children's Mystery, Detective, & Spy",0
1158,Dog Trouble!,146 pages,"Crown Books for Young Readers (May 23, 2017)Ê",in Children's Books on Bullies,in Children's Books on Bullying,in Children's Books on Friendship,0
1159,The Principal's Underwear Is Missing,225 pages,"Feiwel & Friends (May 2, 2017)Ê",in Children's Books on Bullies,in Children's Issues in School Books,in Children's Fiction on Social Situations,0
1160,Ghost of a Chance (100 Dresses),320 pages,"Yearling; Illustrated edition (June 26, 2018)Ê",in Children's Fiction on Social Situations,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
1161,We Dream of Space: A Newbery Honor Award Winner,400 pages,"Greenwillow Books (March 22, 2022)Ê",in Children's 1900s American Historical Fiction,in Children's Siblings Books (Books),in Children's Self-Esteem Books,0
1162,The World's Greatest Chocolate-Covered Pork Chops,256 pages,"Little, Brown Books for Young Readers; Reprint edition (June 19, 2018)Ê",in Children's Friendship Books,in Children's Humor,,0
1163,Aleca Zamm Is a Wonder (1),160 pages,"Aladdin; Illustrated edition (June 6, 2017)Ê",in Children's Multigenerational Family Life,in Children's School Issues,in Children's Friendship Books,0
